Date,Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
23-05-2020,394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9.00,24.33,510.96,Ewallet,486.63,4.76,24.33,9.5
24-05-2020,596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7.00,6.38,133.92,Credit card,127.54,4.76,6.38,6.6
25-05-2020,541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3.00,12.07,253.51,Cash,241.44,4.76,12.07,8.1
26-05-2020,173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10.00,18.98,398.48,Cash,379.50,4.76,18.98,9.7
27-05-2020,563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1.00,3.84,80.66,Ewallet,76.82,4.76,3.84,7.2
28-05-2020,308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10.00,26.13,548.73,Credit card,522.60,4.76,26.13,6.2
29-05-2020,885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1.00,3.99,83.73,Ewallet,79.74,4.76,3.99,7.3
30-05-2020,726-27-2396,Yangon,Normal,Female,Health and beauty,77.50,5.00,19.38,406.88,Ewallet,387.50,4.76,19.38,4.3
31-05-2020,316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5.00,13.57,284.92,Ewallet,271.35,4.76,13.57,4.6
01-06-2020,760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9.00,6.12,128.43,Cash,122.31,4.76,6.12,5.8
02-06-2020,793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6.00,12.32,258.68,Credit card,246.36,4.76,12.32,8.3
03-06-2020,346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9.00,8.66,181.82,Cash,173.16,4.76,8.66,8.0
04-06-2020,110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6.00,11.83,248.41,Credit card,236.58,4.76,11.83,9.4
05-06-2020,651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4.00,9.24,194.12,Credit card,184.88,4.76,9.24,6.2
06-06-2020,236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1.00,0.70,14.68,Ewallet,13.98,4.76,0.70,9.8
07-06-2020,831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5.00,9.94,208.69,Ewallet,198.75,4.76,9.94,9.6
08-06-2020,587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7.00,34.23,718.76,Ewallet,684.53,4.76,34.23,4.9
09-06-2020,882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4.00,13.45,282.49,Credit card,269.04,4.76,13.45,8.0
10-06-2020,732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5.00,3.45,72.40,Credit card,68.95,4.76,3.45,7.8
11-06-2020,725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4.00,13.74,288.58,Cash,274.84,4.76,13.74,4.1
12-06-2020,256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4.00,11.31,237.43,Ewallet,226.12,4.76,11.31,5.5
13-06-2020,372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5.00,5.96,125.06,Ewallet,119.10,4.76,5.96,5.4
14-06-2020,244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10.00,17.11,359.21,Cash,342.10,4.76,17.11,5.1
15-06-2020,569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2.00,2.19,45.93,Ewallet,43.74,4.76,2.19,6.9
16-06-2020,132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5.00,5.24,110.09,Cash,104.85,4.76,5.24,7.8
17-06-2020,696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3.00,3.88,81.40,Ewallet,77.52,4.76,3.88,6.6
18-06-2020,472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8.00,20.37,427.81,Ewallet,407.44,4.76,20.37,9.2
19-06-2020,268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1.00,4.81,100.92,Ewallet,96.11,4.76,4.81,7.8
20-06-2020,750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4.00,9.08,190.60,Credit card,181.52,4.76,9.08,8.7
21-06-2020,186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1.00,4.08,85.59,Ewallet,81.51,4.76,4.08,9.2
22-06-2020,848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2.00,5.72,120.16,Ewallet,114.44,4.76,5.72,8.3
23-06-2020,745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7.00,8.83,185.37,Cash,176.54,4.76,8.83,8.2
24-06-2020,266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.60,3.00,5.79,121.59,Ewallet,115.80,4.76,5.79,7.5
25-06-2020,740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3.00,12.61,264.76,Cash,252.15,4.76,12.61,9.8
26-06-2020,271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10.00,48.61,1020.71,Credit card,972.10,4.76,48.61,8.7
27-06-2020,301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8.00,10.17,213.53,Credit card,203.36,4.76,10.17,6.7
28-06-2020,489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1.00,0.81,17.09,Cash,16.28,4.76,0.81,5.0
29-06-2020,198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9.00,18.27,383.76,Cash,365.49,4.76,18.27,7.0
30-06-2020,269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7.00,18.61,390.80,Cash,372.19,4.76,18.61,8.9
01-07-2020,650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3.00,3.13,65.74,Credit card,62.61,4.76,3.13,8.0
02-07-2020,741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5.00,16.82,353.17,Cash,336.35,4.76,16.82,6.9
03-07-2020,325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10.00,45.33,951.83,Ewallet,906.50,4.76,45.33,7.3
04-07-2020,286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2.00,6.91,145.07,Credit card,138.16,4.76,6.91,6.9
05-07-2020,574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2.00,4.33,90.87,Ewallet,86.54,4.76,4.33,5.7
06-07-2020,459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6.00,7.04,147.80,Ewallet,140.76,4.76,7.04,6.4
07-07-2020,616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7.00,33.44,702.22,Credit card,668.78,4.76,33.44,9.6
08-07-2020,837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1.00,2.37,49.81,Credit card,47.44,4.76,2.37,6.8
09-07-2020,751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9.00,44.66,937.82,Ewallet,893.16,4.76,44.66,9.0
10-07-2020,257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4.00,16.59,348.31,Ewallet,331.72,4.76,16.59,9.6
11-07-2020,345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6.00,10.20,214.14,Credit card,203.94,4.76,10.20,7.7
12-07-2020,549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4.00,3.41,71.57,Ewallet,68.16,4.76,3.41,7.0
13-07-2020,810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8.00,16.34,343.22,Credit card,326.88,4.76,16.34,6.5
14-07-2020,450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5.00,4.36,91.56,Cash,87.20,4.76,4.36,8.1
15-07-2020,394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8.00,35.37,742.81,Credit card,707.44,4.76,35.37,4.3
16-07-2020,138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9.00,40.14,843.03,Credit card,802.89,4.76,40.14,6.5
17-07-2020,192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1.00,0.64,13.42,Ewallet,12.78,4.76,0.64,9.5
18-07-2020,301-11-9629,Yangon,Normal,Female,Sports and travel,19.10,7.00,6.69,140.39,Cash,133.70,4.76,6.69,9.7
19-07-2020,390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1.00,0.96,20.11,Credit card,19.15,4.76,0.96,9.5
20-07-2020,235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10.00,13.83,290.43,Credit card,276.60,4.76,13.83,8.9
21-07-2020,453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3.00,6.86,144.08,Credit card,137.22,4.76,6.86,6.5
22-07-2020,296-11-7041,Mandalay,Member,Female,Health and beauty,27.07,1.00,1.35,28.42,Credit card,27.07,4.76,1.35,5.3
23-07-2020,449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1.00,1.96,41.08,Credit card,39.12,4.76,1.96,9.6
24-07-2020,891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6.00,22.41,470.67,Cash,448.26,4.76,22.41,6.7
25-07-2020,744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6.00,6.60,138.66,Cash,132.06,4.76,6.60,7.6
26-07-2020,727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5.00,15.90,333.95,Ewallet,318.05,4.76,15.90,4.8
27-07-2020,568-88-3448,Yangon,Normal,Male,Health and beauty,25.00,1.00,1.25,26.25,Ewallet,25.00,4.76,1.25,5.5
28-07-2020,187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4.00,4.15,87.23,Cash,83.08,4.76,4.15,4.7
29-07-2020,767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5.00,7.39,155.19,Cash,147.80,4.76,7.39,6.9
30-07-2020,710-46-4433,Mandalay,Member,Female,Food and beverages,77.40,9.00,34.83,731.43,Credit card,696.60,4.76,34.83,4.5
31-07-2020,533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10.00,39.70,833.60,Cash,793.90,4.76,39.70,6.2
01-08-2020,325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10.00,23.29,488.99,Cash,465.70,4.76,23.29,7.6
02-08-2020,729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1.00,1.79,37.68,Credit card,35.89,4.76,1.79,7.9
03-08-2020,639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5.00,10.13,212.73,Cash,202.60,4.76,10.13,4.5
04-08-2020,234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10.00,36.53,767.03,Credit card,730.50,4.76,36.53,8.7
05-08-2020,326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4.00,14.79,310.59,Cash,295.80,4.76,14.79,6.1
06-08-2020,320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1.00,1.13,23.75,Cash,22.62,4.76,1.13,6.4
07-08-2020,470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5.00,12.84,269.54,Credit card,256.70,4.76,12.84,9.1
08-08-2020,878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10.00,27.28,572.78,Credit card,545.50,4.76,27.28,7.1
09-08-2020,440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7.00,13.00,273.05,Credit card,260.05,4.76,13.00,7.7
10-08-2020,554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6.00,11.11,233.23,Cash,222.12,4.76,11.11,4.5
11-08-2020,746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1.00,1.08,22.66,Ewallet,21.58,4.76,1.08,7.2
12-08-2020,233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1.00,4.94,103.78,Cash,98.84,4.76,4.94,8.4
13-08-2020,767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6.00,25.13,527.75,Ewallet,502.62,4.76,25.13,5.4
14-08-2020,340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4.00,8.01,168.21,Cash,160.20,4.76,8.01,9.7
15-08-2020,405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10.00,21.57,452.87,Credit card,431.30,4.76,21.57,5.5
16-08-2020,731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8.00,29.03,609.59,Cash,580.56,4.76,29.03,4.6
17-08-2020,676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5.00,16.11,338.31,Cash,322.20,4.76,16.11,6.6
18-08-2020,502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3.00,9.78,205.32,Credit card,195.54,4.76,9.78,6.3
19-08-2020,485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5.00,8.32,174.62,Credit card,166.30,4.76,8.32,4.2
20-08-2020,598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4.00,16.81,353.09,Ewallet,336.28,4.76,16.81,4.4
21-08-2020,701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10.00,17.19,360.89,Ewallet,343.70,4.76,17.19,6.7
22-08-2020,575-67-1508,Yangon,Normal,Male,Electronic accessories,38.60,1.00,1.93,40.53,Ewallet,38.60,4.76,1.93,6.7
23-08-2020,541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8.00,26.39,554.15,Cash,527.76,4.76,26.39,8.4
24-08-2020,246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.80,10.00,16.40,344.40,Cash,328.00,4.76,16.40,6.2
25-08-2020,674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5.00,9.29,194.99,Ewallet,185.70,4.76,9.29,5.0
26-08-2020,305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10.00,30.19,633.99,Cash,603.80,4.76,30.19,6.0
27-08-2020,493-65-6248,Naypyitaw,Member,Female,Sports and travel,36.98,10.00,18.49,388.29,Credit card,369.80,4.76,18.49,7.0
28-08-2020,438-01-4015,Mandalay,Member,Female,Sports and travel,49.49,4.00,9.90,207.86,Ewallet,197.96,4.76,9.90,6.6
29-08-2020,709-58-4068,Mandalay,Normal,Female,Fashion accessories,41.09,10.00,20.55,431.45,Cash,410.90,4.76,20.55,7.3
30-08-2020,795-49-7276,Yangon,Normal,Male,Fashion accessories,37.15,4.00,7.43,156.03,Ewallet,148.60,4.76,7.43,8.3
31-08-2020,556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1.00,1.15,24.11,Cash,22.96,4.76,1.15,4.3
01-09-2020,627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9.00,34.96,734.08,Ewallet,699.12,4.76,34.96,9.8
02-09-2020,686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.70,2.00,3.47,72.87,Ewallet,69.40,4.76,3.47,8.2
03-09-2020,510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10.00,9.83,206.43,Credit card,196.60,4.76,9.83,7.2
04-09-2020,608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8.00,10.13,212.69,Ewallet,202.56,4.76,10.13,8.7
05-09-2020,148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.00,6.06,127.26,Credit card,121.20,4.76,6.06,8.4
06-09-2020,437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2.00,9.99,209.77,Ewallet,199.78,4.76,9.99,7.1
07-09-2020,632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8.00,30.37,637.73,Cash,607.36,4.76,30.37,5.5
08-09-2020,556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2.00,6.32,132.76,Cash,126.44,4.76,6.32,8.5
09-09-2020,862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6.00,27.07,568.51,Cash,541.44,4.76,27.07,6.2
10-09-2020,401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1.00,4.91,103.04,Cash,98.13,4.76,4.91,8.9
11-09-2020,420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8.00,20.61,432.77,Cash,412.16,4.76,20.61,9.6
12-09-2020,277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1.00,3.70,77.67,Credit card,73.97,4.76,3.70,5.4
13-09-2020,573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.90,1.00,1.60,33.50,Ewallet,31.90,4.76,1.60,9.1
14-09-2020,620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.40,2.00,6.94,145.74,Ewallet,138.80,4.76,6.94,9.0
15-09-2020,282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2.00,9.33,195.95,Cash,186.62,4.76,9.33,6.3
16-09-2020,511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1.00,4.42,92.87,Credit card,88.45,4.76,4.42,9.5
17-09-2020,726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8.00,9.67,203.11,Ewallet,193.44,4.76,9.67,9.8
18-09-2020,387-49-4215,Mandalay,Member,Female,Sports and travel,48.50,3.00,7.28,152.78,Cash,145.50,4.76,7.28,6.7
19-09-2020,862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6.00,25.22,529.52,Credit card,504.30,4.76,25.22,7.7
20-09-2020,291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5.00,15.32,321.77,Cash,306.45,4.76,15.32,7.0
21-09-2020,602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6.00,4.79,100.49,Credit card,95.70,4.76,4.79,5.1
22-09-2020,347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7.00,31.76,666.94,Credit card,635.18,4.76,31.76,6.2
23-09-2020,209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5.00,10.73,225.28,Ewallet,214.55,4.76,10.73,6.1
24-09-2020,595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7.00,19.00,398.96,Ewallet,379.96,4.76,19.00,9.3
25-09-2020,189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7.00,34.84,731.69,Cash,696.85,4.76,34.84,7.6
26-09-2020,503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7.00,20.44,429.17,Credit card,408.73,4.76,20.44,8.2
27-09-2020,413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1.00,2.57,54.04,Ewallet,51.47,4.76,2.57,8.5
28-09-2020,425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5.00,13.72,288.02,Ewallet,274.30,4.76,13.72,9.8
29-09-2020,521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5.00,9.85,206.80,Credit card,196.95,4.76,9.85,8.7
30-09-2020,220-28-1851,Yangon,Normal,Male,Home and lifestyle,34.73,2.00,3.47,72.93,Ewallet,69.46,4.76,3.47,9.7
01-10-2020,600-38-9738,Naypyitaw,Member,Male,Sports and travel,71.92,5.00,17.98,377.58,Credit card,359.60,4.76,17.98,4.3
02-10-2020,734-91-1155,Mandalay,Normal,Female,Electronic accessories,45.71,3.00,6.86,143.99,Credit card,137.13,4.76,6.86,7.7
03-10-2020,451-28-5717,Naypyitaw,Member,Female,Home and lifestyle,83.17,6.00,24.95,523.97,Cash,499.02,4.76,24.95,7.3
04-10-2020,609-81-8548,Yangon,Member,Female,Home and lifestyle,37.44,6.00,11.23,235.87,Credit card,224.64,4.76,11.23,5.9
05-10-2020,133-14-7229,Naypyitaw,Normal,Male,Health and beauty,62.87,2.00,6.29,132.03,Cash,125.74,4.76,6.29,5.0
06-10-2020,534-01-4457,Yangon,Normal,Male,Food and beverages,81.71,6.00,24.51,514.77,Credit card,490.26,4.76,24.51,8.0
07-10-2020,719-89-8991,Yangon,Member,Female,Sports and travel,91.41,5.00,22.85,479.90,Ewallet,457.05,4.76,22.85,7.1
08-10-2020,286-62-6248,Mandalay,Normal,Male,Fashion accessories,39.21,4.00,7.84,164.68,Credit card,156.84,4.76,7.84,9.0
09-10-2020,339-38-9982,Mandalay,Member,Male,Fashion accessories,59.86,2.00,5.99,125.71,Ewallet,119.72,4.76,5.99,6.7
10-10-2020,827-44-5872,Mandalay,Member,Female,Food and beverages,54.36,10.00,27.18,570.78,Credit card,543.60,4.76,27.18,6.1
11-10-2020,827-77-7633,Yangon,Normal,Male,Sports and travel,98.09,9.00,44.14,926.95,Cash,882.81,4.76,44.14,9.3
12-10-2020,287-83-1405,Yangon,Normal,Male,Health and beauty,25.43,6.00,7.63,160.21,Ewallet,152.58,4.76,7.63,7.0
13-10-2020,435-13-4908,Yangon,Member,Male,Fashion accessories,86.68,8.00,34.67,728.11,Credit card,693.44,4.76,34.67,7.2
14-10-2020,857-67-9057,Mandalay,Normal,Male,Electronic accessories,22.95,10.00,11.48,240.98,Ewallet,229.50,4.76,11.48,8.2
15-10-2020,236-27-1144,Naypyitaw,Normal,Female,Food and beverages,16.31,9.00,7.34,154.13,Ewallet,146.79,4.76,7.34,8.4
16-10-2020,892-05-6689,Yangon,Normal,Female,Home and lifestyle,28.32,5.00,7.08,148.68,Ewallet,141.60,4.76,7.08,6.2
17-10-2020,583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7.00,5.83,122.52,Ewallet,116.69,4.76,5.83,7.4
18-10-2020,339-12-4827,Mandalay,Member,Female,Fashion accessories,73.96,1.00,3.70,77.66,Credit card,73.96,4.76,3.70,5.0
19-10-2020,643-38-7867,Yangon,Normal,Male,Home and lifestyle,97.94,1.00,4.90,102.84,Ewallet,97.94,4.76,4.90,6.9
20-10-2020,308-81-0538,Yangon,Normal,Female,Fashion accessories,73.05,4.00,14.61,306.81,Credit card,292.20,4.76,14.61,4.9
21-10-2020,358-88-9262,Naypyitaw,Member,Female,Food and beverages,87.48,6.00,26.24,551.12,Ewallet,524.88,4.76,26.24,5.1
22-10-2020,460-35-4390,Yangon,Normal,Male,Home and lifestyle,30.68,3.00,4.60,96.64,Ewallet,92.04,4.76,4.60,9.1
23-10-2020,343-87-0864,Naypyitaw,Member,Male,Health and beauty,75.88,1.00,3.79,79.67,Credit card,75.88,4.76,3.79,7.1
24-10-2020,173-50-1108,Mandalay,Member,Female,Sports and travel,20.18,4.00,4.04,84.76,Credit card,80.72,4.76,4.04,5.0
25-10-2020,243-47-2663,Naypyitaw,Member,Male,Electronic accessories,18.77,6.00,5.63,118.25,Credit card,112.62,4.76,5.63,5.5
26-10-2020,841-18-8232,Mandalay,Normal,Female,Food and beverages,71.20,1.00,3.56,74.76,Credit card,71.20,4.76,3.56,9.2
27-10-2020,701-23-5550,Mandalay,Member,Male,Home and lifestyle,38.81,4.00,7.76,163.00,Ewallet,155.24,4.76,7.76,4.9
28-10-2020,647-50-1224,Yangon,Normal,Female,Fashion accessories,29.42,10.00,14.71,308.91,Ewallet,294.20,4.76,14.71,8.9
29-10-2020,541-48-8554,Yangon,Normal,Male,Sports and travel,60.95,9.00,27.43,575.98,Credit card,548.55,4.76,27.43,6.0
30-10-2020,539-21-7227,Mandalay,Normal,Female,Sports and travel,51.54,5.00,12.89,270.59,Cash,257.70,4.76,12.89,4.2
31-10-2020,213-32-1216,Yangon,Normal,Female,Electronic accessories,66.06,6.00,19.82,416.18,Cash,396.36,4.76,19.82,7.3
01-11-2020,747-58-7183,Mandalay,Normal,Male,Fashion accessories,57.27,3.00,8.59,180.40,Ewallet,171.81,4.76,8.59,6.5
02-11-2020,582-52-8065,Mandalay,Normal,Female,Fashion accessories,54.31,9.00,24.44,513.23,Cash,488.79,4.76,24.44,8.9
03-11-2020,210-57-1719,Mandalay,Normal,Female,Health and beauty,58.24,9.00,26.21,550.37,Cash,524.16,4.76,26.21,9.7
04-11-2020,399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,22.21,6.00,6.66,139.92,Credit card,133.26,4.76,6.66,8.6
05-11-2020,134-75-2619,Yangon,Member,Male,Electronic accessories,19.32,7.00,6.76,142.00,Cash,135.24,4.76,6.76,6.9
06-11-2020,356-44-8813,Mandalay,Normal,Male,Home and lifestyle,37.48,3.00,5.62,118.06,Credit card,112.44,4.76,5.62,7.7
07-11-2020,198-66-9832,Mandalay,Member,Female,Fashion accessories,72.04,2.00,7.20,151.28,Cash,144.08,4.76,7.20,9.5
08-11-2020,283-26-5248,Naypyitaw,Member,Female,Food and beverages,98.52,10.00,49.26,1034.46,Ewallet,985.20,4.76,49.26,4.5
09-11-2020,712-39-0363,Yangon,Member,Male,Food and beverages,41.66,6.00,12.50,262.46,Ewallet,249.96,4.76,12.50,5.6
10-11-2020,218-59-9410,Yangon,Member,Female,Home and lifestyle,72.42,3.00,10.86,228.12,Ewallet,217.26,4.76,10.86,8.2
11-11-2020,174-75-0888,Mandalay,Normal,Male,Electronic accessories,21.58,9.00,9.71,203.93,Cash,194.22,4.76,9.71,7.3
12-11-2020,866-99-7614,Naypyitaw,Normal,Male,Food and beverages,89.20,10.00,44.60,936.60,Credit card,892.00,4.76,44.60,4.4
13-11-2020,134-54-4720,Mandalay,Normal,Female,Electronic accessories,42.42,8.00,16.97,356.33,Ewallet,339.36,4.76,16.97,5.7
14-11-2020,760-90-2357,Yangon,Member,Male,Electronic accessories,74.51,6.00,22.35,469.41,Ewallet,447.06,4.76,22.35,5.0
15-11-2020,514-37-2845,Mandalay,Normal,Male,Fashion accessories,99.25,2.00,9.93,208.43,Cash,198.50,4.76,9.93,9.0
16-11-2020,698-98-5964,Yangon,Normal,Female,Food and beverages,81.21,10.00,40.61,852.71,Credit card,812.10,4.76,40.61,6.3
17-11-2020,718-57-9773,Naypyitaw,Normal,Female,Sports and travel,49.33,10.00,24.67,517.97,Credit card,493.30,4.76,24.67,9.4
18-11-2020,651-88-7328,Yangon,Normal,Female,Fashion accessories,65.74,9.00,29.58,621.24,Cash,591.66,4.76,29.58,7.7
19-11-2020,241-11-2261,Mandalay,Normal,Female,Fashion accessories,79.86,7.00,27.95,586.97,Credit card,559.02,4.76,27.95,5.5
20-11-2020,408-26-9866,Naypyitaw,Normal,Female,Sports and travel,73.98,7.00,25.89,543.75,Ewallet,517.86,4.76,25.89,4.1
21-11-2020,834-83-1826,Mandalay,Member,Female,Home and lifestyle,82.04,5.00,20.51,430.71,Credit card,410.20,4.76,20.51,7.6
22-11-2020,343-61-3544,Mandalay,Member,Male,Sports and travel,26.67,10.00,13.34,280.04,Cash,266.70,4.76,13.34,8.6
23-11-2020,239-48-4278,Yangon,Member,Male,Food and beverages,10.13,7.00,3.55,74.46,Ewallet,70.91,4.76,3.55,8.3
24-11-2020,355-34-6244,Mandalay,Normal,Male,Food and beverages,72.39,2.00,7.24,152.02,Credit card,144.78,4.76,7.24,8.1
25-11-2020,550-84-8664,Yangon,Normal,Male,Sports and travel,85.91,5.00,21.48,451.03,Credit card,429.55,4.76,21.48,8.6
26-11-2020,339-96-8318,Mandalay,Member,Male,Fashion accessories,81.31,7.00,28.46,597.63,Ewallet,569.17,4.76,28.46,6.3
27-11-2020,458-61-0011,Mandalay,Normal,Male,Food and beverages,60.30,4.00,12.06,253.26,Cash,241.20,4.76,12.06,5.8
28-11-2020,592-34-6155,Naypyitaw,Normal,Male,Food and beverages,31.77,4.00,6.35,133.43,Ewallet,127.08,4.76,6.35,6.2
29-11-2020,797-88-0493,Yangon,Normal,Female,Health and beauty,64.27,4.00,12.85,269.93,Cash,257.08,4.76,12.85,7.7
30-11-2020,207-73-1363,Mandalay,Normal,Male,Health and beauty,69.51,2.00,6.95,145.97,Ewallet,139.02,4.76,6.95,8.1
01-12-2020,390-31-6381,Naypyitaw,Normal,Male,Food and beverages,27.22,3.00,4.08,85.74,Cash,81.66,4.76,4.08,7.3
02-12-2020,443-82-0585,Yangon,Member,Female,Health and beauty,77.68,4.00,15.54,326.26,Cash,310.72,4.76,15.54,8.4
